i,s,spdup_libkpn_opt_naive,spdup_libkpn_omp,spdup_libkpn_naive_omp,omp_mean,omp_median,omp_std,opt_mean,opt_median,opt_std,naive_mean,naive_median,naive_std
96,256,0.9588159588159588,1.085565907693384,1.1321942419835695,1.3340035000000001,1.3725559999999999,0.14809924690651693,4.9462857142857155,1.49,8.305282616102438,1.540285714285714,1.554,0.12188143145424019
96,512,2.0960477941176467,2.1851441339947053,1.042506826479386,2.0590956,2.0872765,0.13739239379657975,8.57885714285714,4.561,8.97673338878533,2.393142857142858,2.176,0.39689518977516336
96,1024,0.9070477852934759,1.3387165389298576,1.475905195553413,3.1000171,3.105213,0.03116331573230684,5.3331428571428585,4.157,2.493681515350344,5.6982857142857135,4.583,2.246470713511904
96,2048,0.5440110208816705,1.422518257357309,2.6148702926125553,5.289981399999999,5.274449,0.028830061772872,9.202571428571432,7.503,4.188669120377011,13.454857142857144,13.792,4.233203111514175
96,4096,0.7378877887788778,1.0746805915944095,1.456428210274202,10.4042839,10.4021605,0.028904291317447435,11.319142857142854,11.179,2.610942829388145,15.919285714285719,15.15,4.0842979710920355
96,8192,0.8374508462985125,0.9506716735795323,1.1351969823440382,20.6044498,20.609639,0.021039874648667356,23.57285714285713,19.593,11.58693120142978,23.361285714285703,23.396,1.2202869710307134
96,16384,0.5456696200770051,0.573475996558364,1.0509582638619954,41.05306960000001,41.023513,0.07386482572898859,25.498999999999988,23.526,4.731120018029576,43.32257142857145,43.114,1.306213372691499
96,32768,0.5784076698624427,0.5578850671986383,0.9645187923101276,87.0525577,87.053773,0.07308267105275706,56.91900000000004,48.566,14.947909191867875,83.54557142857142,83.965,1.1591378980378426
96,65536,0.516494121239884,0.4894089392041999,0.9475595540745672,172.80017930000002,172.7859735,0.09677183376357339,84.17628571428573,84.563,3.0202658616415663,164.8387142857143,163.725,1.8273280128799747
96,131072,0.5033353009722991,0.48040108284118777,0.954435506337805,342.5357373,342.565839,0.1987373340971502,165.75157142857145,164.569,5.317594271222273,328.12542857142853,326.957,5.18551448749866
96,262144,0.4960216657825924,0.4677808355971159,0.9430653293320972,681.6641,681.6675155,0.26794045289319673,318.22499999999985,318.871,7.381769692411317,643.1627142857144,642.857,2.8029554045318443
106,128,0.8521897810218978,0.8373411102659006,0.9825758638666243,1.1319946,1.1154355,0.028423084601533498,1.0122857142857142,0.934,0.3431121051007488,1.114,1.096,0.0778551004537693
106,256,1.039504716981132,1.07818294067517,1.0372083195604584,1.5996167,1.6351585,0.17563386679431095,1.628142857142858,1.763,0.29685735912499006,1.6795714285714287,1.696,0.07916070152964506
106,512,0.7127845884413311,0.800480524328511,1.1230328731979846,2.4830671,2.542223,0.16435355751242312,3.8929999999999976,2.035,4.4174137088346175,2.799428571428572,2.855,0.32104743938136887
106,1024,1.0956541218637992,1.473994588622606,1.3453101295463739,3.3101554999999996,3.318194,0.02460617337288195,10.630285714285714,4.891,9.754598757338346,6.437142857142856,4.464,3.817088855834162
106,2048,0.7632154213036566,1.2843537669764908,1.682819465024268,5.9811936999999995,5.980439499999999,0.03163671107739049,10.815999999999992,7.681,6.291305157384548,10.109714285714288,10.064,2.33506825382041
106,4096,0.4058657907085875,0.7358296951989899,1.8129877216661434,11.745592900000002,11.754078499999999,0.025912527482539603,10.986857142857145,8.649,3.6017868540026887,21.91171428571429,21.31,8.462680544602877
106,8192,0.4418790361780432,0.5579598861169107,1.2626982509577482,22.811147800000004,22.809883499999998,0.02434296964625476,18.593428571428575,12.727,10.051496343828596,29.670428571428587,28.802,5.425429253370872
106,16384,0.6567703359216045,0.700739615446043,1.0669477245234276,45.1486115,45.143730000000005,0.07136233793078374,31.013428571428584,31.634,7.041428382556115,51.66785714285715,48.166,5.44081834760775
106,32768,0.5434377168632893,0.5243671125773284,0.964907470177013,95.59242830000002,95.5780765,0.08131075866356445,51.46928571428568,50.118,7.632578305090408,93.1044285714286,92.224,2.717053321154088
106,65536,0.5138483924224193,0.4846766607616652,0.9432289132535169,189.46398119999998,189.43969750000002,0.11354059894559905,90.88442857142859,91.817,7.4262384124352465,179.18557142857134,178.685,2.4594101342361556
106,131072,0.49290852681463304,0.46147393167168904,0.9362263109017679,376.0154136,375.947563,0.2897737954378769,172.3365714285714,173.49,7.440918133314186,353.23042857142843,351.972,3.162306278663014
106,262144,0.4548336246432466,0.4252908049806893,0.9350469752852385,748.3678475999999,748.3185535,0.24569604381983307,319.9819999999999,318.253,4.419565551796983,701.3765714285712,699.713,5.293842626144017
116,128,0.8830950378469302,0.980121731119005,1.1098711793338067,1.0847957,1.0712955,0.025604076255552256,2.2847142857142853,1.05,3.042096878251359,1.1895714285714283,1.189,0.019441150514656474
116,256,1.362293144208038,1.6113759647720358,1.1828408383489304,1.5126434999999998,1.4304545,0.19417814762923974,4.102142857142857,2.305,3.6183503377460116,1.7198571428571428,1.692,0.1747059434211312
116,512,1.033427940712709,1.102537130721977,1.0668737386388123,2.9384881000000003,2.9722355,0.18855114791980107,6.219285714285713,3.277,6.332699437575314,3.063857142857143,3.171,0.3123637036105961
116,1024,0.8829687792110674,1.376599499026208,1.559057954751469,3.4256170000000004,3.430918,0.024401791427859115,7.856999999999995,4.723,9.31632466873785,4.961428571428571,5.349,0.7435975053750504
116,2048,0.5609730741241293,0.8144127512042999,1.4517858142761604,6.6201921,6.6256330000000005,0.028347850490778776,7.900571428571421,5.396,5.585607046985446,11.876285714285716,9.619,3.3341629759206275
116,4096,0.7720634587098129,1.1325239502577171,1.4668793574951287,12.981734499999998,12.977209,0.017759778305735614,16.30757142857143,14.697,10.801983170541732,18.915142857142854,19.036,1.5605398638506203
116,8192,0.4618877716509893,0.5762591936155014,1.2476173412335607,24.725804500000002,24.711102500000003,0.03415215320437506,19.01242857142856,14.24,7.556953048352292,31.719571428571427,30.83,4.34285950344545
116,16384,0.45798167784750776,0.5152637606806375,1.1250750534439562,49.3085679,49.2873785,0.08583326552490042,30.215999999999973,25.396,8.632281298513615,57.01114285714288,55.452,5.414360546269258
116,32768,0.5194692168286115,0.4886287066095409,0.9406307260950829,103.82313969999998,103.8313945,0.09360111006629084,50.19957142857142,50.735,6.8525457556542255,98.60114285714286,97.667,3.3651782766053406
116,65536,0.4388306719893547,0.40931544430649924,0.932741192521813,206.22849459999998,206.256571,0.114532954753157,86.92528571428574,84.424,6.785971350268731,193.66914285714282,192.384,2.606164670867069
116,131072,0.434364704683626,0.4058999181641341,0.9344680030109157,409.61251439999995,409.6009695,0.13432933455906695,173.7984285714286,166.257,11.480424253556235,382.4969999999999,382.759,3.0948052308210943
116,262144,0.43411291692621323,0.40430655447557784,0.9313396093770192,815.3300431,815.3169825,0.391668333564079,329.98928571428587,329.638,4.799711423603986,760.4619999999999,759.337,6.138103934989937
126,128,0.838948233360723,1.2819627464890417,1.5280594147670559,0.8127147000000001,0.796435,0.02723783372055912,1.0994285714285712,1.021,0.2373458271524211,1.1735714285714283,1.217,0.14363901512704416
126,256,0.8620689655172413,0.9189355866995306,1.0659652805714555,1.6697863000000002,1.7139395,0.160982814359551,2.7590000000000017,1.575,2.5333607619129164,1.8725714285714288,1.827,0.14295512116278297
126,512,0.8367155791445521,1.0165629589113216,1.2149444617137921,2.6070564999999997,2.6363345000000002,0.1772555190598185,7.710714285714292,2.68,8.41624236471756,3.1578571428571425,3.203,0.37780489894477104
126,1024,0.7696620214640396,1.3320202561332186,1.7306560788844296,3.6039988999999997,3.6073025,0.018164417013282627,5.872428571428569,4.805,2.244647123343309,7.79242857142857,6.243,3.0588364686048024
126,2048,0.4818933041681857,1.123519422110681,2.331469253448189,7.055932200000001,7.059068,0.02621271227130245,10.553428571428563,7.931,4.707444295120956,14.68657142857143,16.458,4.0545537413711275
126,4096,0.8337110665026226,0.9448097545754843,1.1332580225172197,13.628450999999998,13.627082,0.02673139133979888,13.522571428571428,12.875,3.0614963525483034,18.214999999999993,15.443,4.684717267349258
126,8192,0.8254549294287424,0.8734850795772022,1.0581862781795963,26.840578,26.848770000000002,0.03567331604429128,23.87485714285714,23.452,3.4447641186783042,29.923428571428563,28.411,2.5768003657638032
126,16384,0.7694090382387022,0.8187853926660656,1.0641743883596606,53.53020829999999,53.523182500000004,0.05636290258089753,44.86142857142858,43.824,6.905054172488326,57.07328571428575,56.958,1.5045809217174528
126,32768,0.7303081806818285,0.724086587741933,0.9914808664280785,112.1569089,112.156476,0.059376433138916974,78.29342857142859,81.211,4.5953073029267815,111.36042857142857,111.201,1.4836691707823924
126,65536,0.6966651772280027,0.6861600706756459,0.9849208674471772,222.68135510000002,222.6798185,0.18565307452937213,151.38757142857153,152.794,4.867051961059846,219.01200000000006,219.322,1.7436355099709422
126,131072,0.6816965661508578,0.6595626781416648,0.9675311727999891,442.6656352000001,442.697881,0.2590810952199831,292.6009999999999,291.987,7.326063722541499,430.8221428571429,428.324,4.877578715397245
126,262144,0.6502830463004652,0.6290646914691184,0.9673705858517142,881.6540987999999,881.6311065,0.44022048940331704,557.5285714285716,554.603,8.509761816091121,853.7905714285715,852.864,3.5907950662559593
